,Name,Nationality,National_Position,National_Kit,Club,Club_Position,Club_Kit,Rating,Height,Weight,Age,Preffered_Position,Weak_foot,Skill_Moves,Ball_Control,Dribbling,Marking,Sliding_Tackle,Standing_Tackle,Aggression,Reactions,Attacking_Position,Interceptions,Speed,Finishing,Penalties
15898,Moisés Galé,Colombia,0,0.0,La Equidad,Res,27.0,56,181,75,21,CDM,2,2,44,40,59,56,49,55,61,51,52,69,30,36
15899,Miguel Ortega,Mexico,0,0.0,Tigres,Res,81.0,56,193,74,21,GK,2,1,15,14,21,12,10,19,48,18,41,29,31,21
15900,Kei Chinen,Japan,0,0.0,Kawasaki Front.,Res,20.0,56,177,71,22,CF,3,2,56,55,12,13,14,42,65,48,12,76,58,48
15901,Carlos Rojas,Colombia,0,0.0,Envigado,Sub,15.0,56,177,71,18,ST,3,3,50,57,19,12,10,33,53,55,13,73,58,60
15902,Daniel Muñoz,Colombia,0,0.0,Águilas Doradas,RB,4.0,56,178,72,20,RB,3,2,52,53,52,47,55,51,58,35,63,67,22,38
15903,Cristian Carletti,Italy,0,0.0,Carpi,Res,96.0,56,185,84,20,ST,3,3,51,49,13,12,17,33,58,51,14,52,63,65
15904,Marko Pejić,Croatia,0,0.0,Austria Wien,Res,29.0,56,174,70,22,LB,2,2,37,45,57,66,64,53,52,51,59,61,26,41
15905,Alberto Dossena,Italy,0,0.0,Perugia,Sub,13.0,56,188,77,18,CB,3,2,40,35,50,57,61,54,55,32,57,52,23,41
15906,Katsuya Nagato,Japan,0,0.0,Vegalta Sendai,LM,2.0,56,172,71,22,LB,3,2,39,53,59,64,68,47,46,48,62,63,24,30
15907,Jerónimo Pourtau,Argentina,0,0.0,Estudiantes,Sub,1.0,56,185,79,17,GK,3,1,10,6,8,13,12,28,41,6,14,17,6,15
15908,Tin Plavotic,Croatia,0,0.0,Cheltenham Town,LCB,32.0,56,197,96,19,CB/CDM,3,2,32,31,50,54,57,51,44,27,50,57,24,35
15909,Berat Delihasan,Turkey,0,0.0,Çaykur Rizespor,Res,55.0,56,172,67,18,CDM,2,2,47,60,48,64,55,60,58,54,49,66,32,54
15910,Evans Osei,Ghana,0,0.0,Vercelli,Sub,28.0,56,178,74,20,CDM,2,2,56,54,52,58,52,60,52,36,55,66,24,46
15911,Christian Stark,Germany,0,0.0,Hamburger SV,Res,29.0,56,182,78,19,ST,2,3,58,61,18,16,21,38,48,49,21,69,59,48
15912,Egor Chernyshov,Russia,0,0.0,FC Tom Tomsk,Sub,71.0,56,174,65,19,LB,3,2,40,59,55,60,60,55,57,54,59,61,35,42
15913,Ryo Takano,Japan,0,0.0,Yokohama F. Marinos,Res,28.0,56,171,68,22,LB,2,2,45,52,52,57,57,62,53,46,48,70,29,42
15914,Hirotsugu Nakabayashi,Japan,0,0.0,Sanfrecce Hiroshima,Res,34.0,56,182,73,30,GK,3,1,19,10,25,35,20,26,40,6,55,26,8,12
15915,Slobodan Vuk,Slovenia,0,0.0,Tromsø IL,RS,9.0,56,180,78,27,ST,3,2,44,51,16,13,12,34,52,48,10,59,71,61
15916,Joe Holland,England,0,0.0,Houston Dynamo,Sub,8.0,56,178,77,23,CAM/CM,3,3,54,57,41,40,38,49,51,51,33,73,44,54
15917,Germán Berterame,Argentina,0,0.0,San Lorenzo,Res,23.0,56,178,72,18,RW,3,3,55,56,22,20,19,29,46,49,26,77,57,57
15918,Hicham Benkaid,France,0,0.0,RC Strasbourg,Res,35.0,56,178,71,26,CAM/CF,2,2,58,62,41,35,29,46,56,44,28,63,56,53
15919,Nick Depuy,United States,0,0.0,Montreal Impact,Sub,27.0,56,193,84,22,ST,3,3,44,45,22,23,22,41,42,56,29,58,52,60
15920,Rennico Clarke,Jamaica,0,0.0,Portland,Sub,47.0,56,193,88,21,CB,2,2,31,24,50,56,55,66,47,26,56,80,19,38
15921,Doğuş Can İncedere,Turkey,0,0.0,Galatasaray,Res,32.0,56,171,62,20,LM/CAM,3,2,59,72,26,42,38,42,45,46,22,69,41,64
15922,Cristian Gorgerino,Argentina,0,0.0,Belgrano,Res,13.0,56,174,73,20,LB,2,2,48,51,52,59,55,54,57,45,59,65,34,43
15923,Óscar Cabezas,Colombia,0,0.0,Patriotas,LCB,26.0,56,177,75,20,CB,3,2,45,53,54,49,55,53,52,48,58,65,27,38
15924,Lee Myeong Geon,Korea Republic,0,0.0,Pohang Steelers,Res,58.0,56,188,85,22,CDM,2,2,60,62,47,52,41,53,53,56,48,53,47,41
15925,Berat Şahiner,Turkey,0,0.0,Aytemiz Alanyaspor,Res,11.0,56,175,70,19,LB,3,2,36,66,54,67,71,52,51,42,51,60,31,42
15926,Matt Van Oekel,United States,0,0.0,Real Salt Lake,Sub,24.0,56,193,95,30,GK,2,1,17,14,18,13,14,78,51,12,39,43,17,19
15927,Tomás Attis,Argentina,0,0.0,Belgrano,Res,28.0,56,180,78,17,ST,3,3,56,47,18,21,16,28,56,56,15,62,58,68
15928,Amadou Coulibaly,Mali,0,0.0,FC Nantes,Res,35.0,56,170,65,19,CAM,2,3,62,67,22,21,13,38,36,52,10,71,42,46
15929,Mikael Anderson,Denmark,0,0.0,FC Midtjylland,Sub,34.0,56,180,69,18,LM,3,2,58,62,37,33,38,61,44,53,18,70,47,45
15930,Davinson Lemus,Colombia,0,0.0,Atlético Huila,Sub,30.0,56,178,72,19,LB/RB,2,2,42,46,49,55,57,54,53,44,57,72,24,33
15931,Osamu Henry Iyoha,Japan,0,0.0,Sanfrecce Hiroshima,Sub,25.0,56,181,71,18,CB,3,2,45,35,56,51,68,39,58,24,51,54,24,36
15932,Patryk Klimala,Poland,0,0.0,Jagiellonia,Res,27.0,56,183,76,18,ST,3,3,47,48,19,15,18,26,56,54,16,68,59,58
15933,Leonel Rivas,Argentina,0,0.0,Rosario Central,Sub,36.0,56,172,62,17,CAM,3,3,52,58,33,31,38,27,51,48,22,85,49,53
15934,Ellery Balcombe,England,0,0.0,Brentford,Res,37.0,56,183,76,17,GK,2,1,15,10,11,13,10,28,48,10,18,32,10,16
15935,Julius Kade,Germany,0,0.0,Hertha BSC,Res,36.0,56,167,48,17,CAM,3,3,62,59,17,21,21,35,47,46,26,62,48,42
15936,Anderson Machado,Colombia,0,0.0,Jaguares,LDM,28.0,56,178,74,19,CDM,2,2,53,42,56,55,49,63,55,39,49,59,32,42
15937,Jan-Ole Sievers,Germany,0,0.0,Kaiserslautern,Res,32.0,56,188,80,22,GK,3,1,17,11,5,10,10,21,49,5,14,45,12,21
15938,Mustapha Bundu,Sierra Leone,0,0.0,Aarhus GF,Sub,19.0,56,188,79,20,RM/ST,3,2,56,59,31,34,39,41,39,53,20,76,54,44
15939,Sandro Kulenović,Croatia,0,0.0,Legia Warszawa,Sub,26.0,56,188,76,17,ST,3,3,56,57,12,16,12,27,50,52,17,80,58,62
15940,Ricardo Velazco,United States,0,0.0,Real Salt Lake,Sub,22.0,56,173,68,23,ST,3,3,51,52,15,18,16,53,55,51,36,76,55,62
15941,Marc Vito,Spain,0,0.0,Córdoba CF,Res,26.0,56,187,80,20,GK,2,1,17,7,9,10,11,20,51,7,6,28,7,18
15942,Victor Mouangue,France,0,0.0,EA Guingamp,Res,34.0,56,172,63,19,LB,2,2,45,56,56,59,62,48,42,49,55,72,26,27
15943,Juan Bolado,Argentina,0,0.0,Godoy Cruz,Res,24.0,56,182,81,19,GK,3,1,14,7,8,10,10,18,42,6,13,22,7,16
15944,Daniel Batty,England,0,0.0,Hull City,Res,30.0,56,178,75,19,CM,3,3,55,55,55,56,58,65,56,63,50,67,38,50
15945,Kyle Duncan,United States,0,0.0,Valenciennes FC,Res,33.0,56,177,63,19,RB,3,2,53,58,51,53,57,52,48,48,53,65,28,37
15946,Ferris N'Goma,France,0,0.0,US Orléans,Sub,19.0,56,175,69,23,ST,3,2,57,62,12,16,17,43,49,51,10,77,54,63
15947,Abdulaziz Al Aryani,Saudi Arabia,0,0.0,Al Ittihad,Sub,26.0,56,166,65,21,ST,3,2,53,56,15,13,16,44,50,57,19,69,60,61
15948,Sebastián Lomónaco,Argentina,0,0.0,Sarandí,Res,31.0,56,178,73,18,ST,3,2,53,57,20,14,17,32,55,53,16,61,57,66
15949,Thomas Elsebutangen,Norway,0,0.0,Vålerenga Fotball,Sub,28.0,56,191,85,19,ST,3,2,49,49,14,18,17,35,47,53,19,77,59,56
15950,Magnus Grødem,Norway,0,0.0,Vålerenga Fotball,Res,29.0,56,192,78,18,LW,3,2,56,51,33,44,48,58,48,57,38,68,43,47
15951,Michelle Benítez,Mexico,0,0.0,Guadalajara,Res,97.0,56,168,59,21,ST,3,2,58,55,21,13,19,29,56,53,19,55,60,60
15952,Tomás Alarcón,Chile,0,0.0,CD O'Higgins,Sub,2.0,56,174,68,17,CB,3,2,37,28,54,57,62,55,47,24,55,64,17,34
15953,Tommaso Equizi,Italy,0,0.0,Spal,Res,16.0,56,184,75,19,CB,3,2,45,31,62,51,57,60,48,18,52,62,19,29
15954,Fernando Quiroz,Chile,0,0.0,Deportes Temuco,Sub,28.0,56,177,72,19,ST,2,2,50,49,21,22,17,46,48,54,21,66,59,58
15955,Michalis Iliadis,Greece,0,0.0,Salerno,Sub,12.0,56,180,71,20,GK,2,1,13,13,5,14,14,22,40,4,8,24,6,10
15956,Brandon Thomas-Asante,England,0,0.0,MK Dons,Sub,30.0,56,180,80,18,LM,3,3,57,58,22,21,24,34,35,53,24,74,46,48
15957,Andrew Osei-Bonsu,England,0,0.0,MK Dons,Res,32.0,56,183,73,17,CM,3,3,54,52,54,55,56,56,51,50,53,62,25,42
15958,Meshal Khalaf Al Shammari,Saudi Arabia,0,0.0,Al Batin,LCB,17.0,56,177,64,22,CB/RB,3,2,38,54,52,55,61,47,49,45,51,73,20,36
15959,Marcelo Salinas-Paulino,Chile,0,0.0,Unión Española,Res,31.0,56,193,83,21,GK,3,1,38,34,9,10,20,27,38,12,10,40,10,25
15960,Thijs Dekker,Netherlands,0,0.0,Go Ahead Eagles,Res,27.0,56,180,73,20,CM,3,2,58,60,44,57,56,55,55,53,44,66,40,49
15961,Patrick Maneschijn,Netherlands,0,0.0,Go Ahead Eagles,Res,31.0,56,175,68,20,RW,3,3,55,60,25,34,30,30,46,52,17,71,58,43
15962,Fareed Al Harbi,Saudi Arabia,0,0.0,Al Wehda,Res,11.0,56,179,64,27,ST,2,2,55,52,22,24,26,56,48,53,26,52,60,52
15963,Francisco Venegas,Mexico,0,0.0,CD Everton,Res,3.0,56,178,65,18,CDM,3,2,54,53,46,66,60,62,52,34,53,53,34,46
15964,Dani Koks,Netherlands,0,0.0,Willem II,Res,41.0,56,179,70,19,CM,3,3,57,59,47,57,49,58,54,59,44,68,36,53
15965,Andrey Krasnov,Russia,0,0.0,Krylya Sovetov,Res,87.0,56,183,76,19,CB,3,2,38,31,53,61,58,51,50,24,57,55,23,41
15966,Emanuel Sakic,Austria,0,0.0,SCR Altach,RM,6.0,56,177,70,26,RB/RM,3,2,42,55,50,66,63,51,55,47,56,55,35,36
15967,Ofir Mizrahi,Israel,0,0.0,FC Lugano,Sub,8.0,56,178,74,23,ST/LW,3,3,44,68,13,17,20,33,56,41,15,59,64,69
15968,Tommaso Silvestri,Italy,0,0.0,Spal,Res,3.0,56,185,80,25,CB,2,2,36,25,57,60,65,48,49,21,53,48,18,33
15969,Joran Triest,Belgium,0,0.0,Sport. Lokeren,Res,33.0,56,184,71,19,ST,3,2,54,50,15,19,20,27,58,53,13,64,62,65
15970,Patrick Schmidt,Austria,0,0.0,Admira Wacker,Sub,16.0,56,179,73,18,ST,3,3,53,48,19,15,13,32,56,47,11,78,64,55
15971,Abel Franssen,Netherlands,0,0.0,Willem II,Res,42.0,56,185,70,20,CB,3,2,44,28,56,55,60,61,52,25,58,54,25,41
15972,Daniel Thur,Germany,0,0.0,SV Darmstadt,Res,38.0,56,182,70,18,CB/LB,2,2,42,35,55,58,64,48,45,27,60,51,28,37
15973,Álvaro Ogalde,Chile,0,0.0,Uni. Católica,Sub,12.0,56,181,72,19,GK,3,1,35,22,10,14,13,20,38,6,16,17,14,29
15974,Daan Heymans,Belgium,0,0.0,KVC Westerlo,Sub,18.0,56,186,73,17,CM,3,2,59,55,41,49,53,54,46,47,48,65,31,40
15975,Anton Fagerström,Sweden,0,0.0,Örebro SK,Sub,30.0,56,185,78,25,GK,2,1,16,8,8,13,13,22,46,3,16,36,10,15
15976,Agustín Cedrés,Uruguay,0,0.0,Royal Mouscron,Res,25.0,56,180,70,18,CM,3,2,58,56,45,53,55,66,53,48,49,63,36,44
15977,Addison Garnett,England,0,0.0,Crawley Town,Sub,16.0,56,185,77,20,CB,2,2,32,28,55,54,57,64,46,21,53,59,22,26
15978,Park Tae Hwan,Korea Republic,0,0.0,Shonan Bellmare,Sub,37.0,56,186,80,19,CB,2,2,38,32,53,55,54,54,51,25,47,79,27,30
15979,Ryusuke Sakai,Japan,0,0.0,Nagoya,Sub,36.0,56,182,75,28,CB/RB,2,2,42,25,53,59,57,48,46,31,49,61,20,28
15980,Cameron Pring,England,0,0.0,Bristol City,Res,43.0,56,185,71,19,LB/LM,2,2,40,55,40,56,53,49,48,50,56,75,31,42
15981,Taylan Duman,Germany,0,0.0,F. Düsseldorf,Sub,27.0,56,177,75,19,CM/CAM,3,2,56,57,39,50,48,49,53,53,45,68,35,48
15982,Nick Feely,Australia,0,0.0,Perth Glory,Sub,13.0,56,192,85,24,GK,2,1,17,17,21,21,16,45,52,13,29,30,13,12
15983,Jordan Lotomba,Switzerland,0,0.0,FC Lausanne,Sub,23.0,56,177,67,18,RM/LM,3,3,56,58,23,23,31,32,51,52,26,77,44,50
15984,Leon Bätge,Germany,0,0.0,Eint. Frankfurt,Res,34.0,56,188,88,19,GK,4,1,15,11,6,14,14,22,49,6,5,31,9,15
15985,Sebastian Grønning,Denmark,0,0.0,Aalborg BK,Sub,29.0,56,186,78,20,ST,3,2,55,54,11,18,12,35,52,50,12,75,56,54
15986,Mikkel Jespersen,Denmark,0,0.0,AC Horsens,Sub,8.0,56,184,71,25,LB/CM,3,2,55,60,51,55,50,41,67,40,40,66,41,41
15987,Niklas Landgraf,Germany,0,0.0,Dynamo Dresden,Res,28.0,56,177,68,21,LB,3,2,58,57,50,54,53,52,46,41,51,67,26,36
15988,Declan Rice,Republic of Ireland,0,0.0,West Ham,Res,41.0,56,185,80,18,CB/CDM,2,2,40,37,58,59,57,53,51,32,50,64,24,30
15989,Gloire Rutikanga,Congo,0,0.0,FC Midtjylland,Sub,47.0,56,177,72,20,CDM/CM,3,2,60,50,44,49,53,67,59,40,56,71,34,43
15990,Corey Jordan,England,0,0.0,Bournemouth,Res,37.0,56,185,80,18,CB,2,2,47,34,51,59,60,57,51,25,58,58,22,49
15991,Sam Surridge,England,0,0.0,Bournemouth,Res,44.0,56,191,77,18,ST,3,2,56,50,29,23,26,59,50,56,18,55,56,55
15992,Nicolás Minutella,Argentina,0,0.0,Bahía Blanca,Res,35.0,56,180,77,22,CAM,3,3,56,54,46,54,49,42,55,50,26,62,43,51
15993,Nicolás Herranz,Argentina,0,0.0,Bahía Blanca,Res,13.0,56,183,77,22,CB,3,2,40,34,53,56,58,50,51,25,58,61,21,46
15994,Felix Beiersdorf,Germany,0,0.0,RB Leipzig,Res,34.0,56,182,75,18,CM/CAM,4,3,60,63,42,33,44,44,41,50,43,53,53,61
15995,Sami Al Najai,Saudi Arabia,0,0.0,Al Nassr,Res,38.0,58,176,59,20,CAM/CDM,2,2,61,57,37,32,30,50,53,60,41,60,58,48
15996,Eray Cümart,Switzerland,0,0.0,FC Lugano,Sub,13.0,56,183,79,19,CB,2,2,58,25,53,58,60,42,50,27,54,63,18,35
15997,Jens Petter Hauge,Norway,0,0.0,FK Bodø/Glimt,RW,31.0,56,180,75,17,RW,2,2,58,60,28,32,33,42,42,50,32,69,57,56
15998,Alessandro Rossi,Italy,0,0.0,Lazio,Sub,97.0,56,184,80,20,ST,2,2,56,53,25,24,26,43,57,55,32,53,55,53
15999,Yannick Verbist,Belgium,0,0.0,KVC Westerlo,Res,26.0,56,185,68,18,GK,3,1,15,7,9,14,11,20,38,6,7,27,5,17
16000,Juan Valencia,Colombia,0,0.0,Bologna,Sub,12.0,56,186,82,18,CM,3,3,56,48,42,47,57,61,57,52,54,67,38,36
16001,Sigurd Haugen,Norway,0,0.0,Odds BK,Sub,15.0,56,180,70,19,ST,3,3,55,55,14,20,11,31,56,47,19,75,55,50
16002,Masayuki Yamada,Japan,0,0.0,FC Tokyo,Res,36.0,56,186,75,22,CB,2,2,42,31,50,52,57,47,55,42,54,70,30,36
16003,Alex Samizadeh,Iran,0,0.0,Bolton,Sub,43.0,56,172,72,18,ST,3,3,57,57,19,20,20,31,52,50,17,75,58,64
16004,Jonathan Larsson,Sweden,0,0.0,Helsingborgs IF,Sub,23.0,56,182,75,19,RB,3,2,45,53,52,57,53,64,50,37,45,77,26,34
16005,Ramón Mierez,Argentina,0,0.0,Tigre,Sub,20.0,56,184,78,19,ST,3,2,53,44,17,22,21,30,45,54,17,63,61,66
16006,Darragh Leahy,Republic of Ireland,0,0.0,Coventry City,Res,38.0,56,185,72,18,CB/LB,3,2,37,21,51,52,56,70,49,25,52,68,20,39
16007,Michael Sandoval,Chile,0,0.0,CD Palestino,Sub,39.0,56,167,65,21,CAM,3,2,57,59,21,18,24,23,51,48,14,66,56,48
16008,Kim Si Woo,Korea Republic,0,0.0,GwangJu FC,Res,27.0,56,179,70,19,CM,2,2,60,57,26,27,24,35,59,55,56,64,46,51
16009,Kip Colvey,New Zealand,0,0.0,SJ Earthquakes,Res,18.0,56,178,73,23,LB/CB,3,2,45,48,49,52,57,65,53,54,54,69,34,57
16010,Andre Rawls,United States,0,0.0,NYCFC,Sub,24.0,56,188,83,25,GK,2,1,16,17,19,15,16,19,41,15,13,37,15,15
16011,Chris Mepham,England,0,0.0,Brentford,Res,38.0,56,191,75,19,CB,3,2,48,43,50,56,58,51,49,28,53,54,17,42
16012,Lee Rae Joon,Korea Republic,0,0.0,Pohang Steelers,Sub,36.0,56,192,72,20,CDM/CM,3,2,55,56,55,55,55,58,50,38,55,61,30,38
16013,Diego Bravo,Chile,0,0.0,San Luis,Sub,30.0,56,173,70,19,LB,2,2,53,55,51,59,55,40,45,40,50,68,30,33
16014,Santiago Lebus,Argentina,0,0.0,Unión,Res,16.0,56,180,73,20,RM,2,3,59,57,38,45,41,44,51,45,39,59,33,42
16015,Matías Blengio,Argentina,0,0.0,Tigre,Sub,22.0,56,173,67,18,GK,2,1,15,9,7,9,10,18,58,4,6,30,9,14
16016,Jonathan Augustinsson,Sweden,0,0.0,Djurgårdens IF,Res,12.0,56,185,81,21,LB,3,2,50,56,52,58,56,46,51,36,55,62,28,41
16017,Kazunari Hosaka,Japan,0,0.0,Ventforet Kofu,Sub,30.0,56,172,63,34,CM/CDM,2,2,56,47,60,58,61,57,57,48,59,47,38,43
16018,Kosuke Okanishi,Japan,0,0.0,Ventforet Kofu,Sub,31.0,56,186,80,26,GK,3,1,16,17,18,13,14,23,52,26,25,31,19,11
16019,Hiroki Oka,Japan,0,0.0,Ventforet Kofu,GK,23.0,56,185,75,28,GK,2,1,17,14,19,13,15,28,52,25,29,29,16,20
16020,Kaito Anzai,Japan,0,0.0,Kashiwa Reysol,Res,25.0,56,172,64,19,CM,3,2,58,55,34,41,39,53,64,53,36,78,46,38
16021,Naoki Otani,Japan,0,0.0,Sanfrecce Hiroshima,Res,43.0,56,183,78,21,CB,2,2,30,28,52,57,58,58,45,22,54,61,17,33
16022,Wataru Sasaki,Japan,0,0.0,FC Tokyo,Res,24.0,56,174,66,20,CAM/LW,3,3,58,55,41,40,39,42,52,51,44,74,52,52
16023,Daiki Ogawa,Japan,0,0.0,Iwata,RB,24.0,56,172,75,25,RB,3,2,34,52,45,62,64,54,54,44,52,67,25,38
16024,Teruaki Kobayashi,Japan,0,0.0,Sagan Tosu,Sub,15.0,56,185,78,37,CB,3,2,39,28,63,57,56,41,40,47,56,32,20,37
16025,Fahad Ghazi,Saudi Arabia,0,0.0,Al Shabab,Sub,3.0,56,181,70,23,LB,3,2,49,41,50,55,57,50,56,35,55,68,21,37
16026,Sebastián Balmaceda,Argentina,0,0.0,Tigre,Res,37.0,56,175,70,20,RM,3,3,54,59,38,42,41,40,46,54,48,69,33,52
16027,Go Ito,Japan,0,0.0,Shonan Bellmare,Sub,31.0,56,191,85,23,GK,2,1,18,13,17,12,12,16,48,16,11,38,15,16
16028,Yuji Kajikawa,Japan,0,0.0,Shonan Bellmare,Sub,21.0,56,185,78,25,GK,3,1,17,16,15,13,11,22,54,16,13,40,15,15
16029,Yuki Kato,Japan,0,0.0,Omiya Ardija,Sub,32.0,56,187,79,19,GK,2,1,18,9,8,15,12,25,38,9,12,23,7,15
16030,Asahi Yada,Japan,0,0.0,Nagoya,Sub,20.0,56,170,66,25,CAM,3,3,54,48,35,49,39,44,43,52,23,67,42,42
16031,Uduak Cyril Idemokon,Nigeria,0,0.0,IK Start,Sub,11.0,56,178,78,22,ST,3,2,52,49,19,20,19,59,58,55,15,74,59,64
16032,Yohei Takeda,Japan,0,0.0,Nagoya,Sub,16.0,56,190,81,29,GK,2,1,18,12,14,12,15,23,47,12,14,24,12,16
16033,Carlos Paez,Colombia,0,0.0,Envigado,Sub,4.0,56,180,72,18,RB/CB,3,2,43,29,52,59,57,44,45,38,62,69,28,32
16034,Callum Chettle,England,0,0.0,Peterborough,Res,23.0,56,178,80,20,CDM,3,2,58,61,43,57,56,73,54,33,48,64,49,42
16035,Luke Maxwell,England,0,0.0,Grimsby Town,Sub,34.0,56,188,80,19,CM,3,2,58,52,33,37,46,58,53,47,42,63,40,40
16036,Paul Murphy,Republic of Ireland,0,0.0,Wexford Youths,LS,20.0,56,175,90,26,ST,2,2,44,56,18,14,16,32,46,56,12,52,59,60
16037,Antony Ranieri,France,0,0.0,OGC Nice,Res,37.0,56,165,64,19,LW,3,3,59,67,27,33,29,31,52,50,25,55,60,59
16038,Jefferson Angulo,Colombia,0,0.0,Fortaleza FC,CAM,32.0,56,179,70,30,CAM,3,3,59,52,37,48,39,54,51,62,37,62,49,40
16039,Teddy Bergqvist,Sweden,0,0.0,Malmö FF,Sub,33.0,56,179,72,18,ST,3,2,46,42,15,15,19,75,51,54,10,68,63,48
16040,Jordan Nicholson,England,0,0.0,Peterborough,Sub,27.0,56,178,70,22,CAM/LM,3,3,56,58,33,31,33,41,48,55,20,77,54,43
16041,Dawid Szymonowicz,Poland,0,0.0,Jagiellonia,Sub,20.0,56,184,67,21,CB,2,2,53,48,51,56,56,63,55,32,52,56,33,43
16042,Mason Stajduhar,United States,0,0.0,Orlando City,Sub,31.0,56,188,86,19,GK,2,1,14,13,17,10,10,17,53,18,18,31,15,12
16043,Mohammed Hassan Asiri,Saudi Arabia,0,0.0,Al Qadisiyah,Sub,21.0,56,178,80,24,GK,3,1,17,12,16,15,12,38,48,15,12,39,15,16
16044,Jamie Cobain,England,0,0.0,Kilmarnock,Sub,22.0,56,180,75,20,RB,3,2,43,53,54,60,58,55,61,43,59,61,30,49
16045,George Dowling,England,0,0.0,Bristol City,Res,36.0,56,173,66,18,CM,3,2,62,59,46,48,46,43,55,55,37,63,35,48
16046,Ricardo Cruz,Mexico,0,0.0,América,Res,89.0,56,173,74,19,RM,3,2,53,56,48,43,46,49,52,52,44,75,47,59
16047,Yerko Urra,Chile,0,0.0,CD Huachipato,Sub,22.0,56,189,86,20,GK,3,1,35,13,4,13,9,29,44,4,9,26,8,21
16048,Lee Grace,Republic of Ireland,0,0.0,Galway United,LCB,5.0,56,188,76,24,CB/CM,2,2,42,28,55,54,56,48,49,20,54,64,33,31
16049,Chris Kenny,Republic of Ireland,0,0.0,Sligo Rovers,LCM,12.0,56,175,66,26,CM,2,2,56,56,51,50,56,62,46,54,47,63,52,45
16050,Jhon Lucumi,Colombia,0,0.0,Deportivo Cali,Res,33.0,56,185,78,18,LB,3,2,45,50,55,55,56,45,53,33,51,68,20,36
16051,Anton Maikkula,Sweden,0,0.0,Kalmar FF,Sub,21.0,56,175,73,20,RB,2,2,53,46,56,57,55,55,48,39,50,74,23,31
16052,Sebastian Pedersen,Norway,0,0.0,Stabæk Fotball,Sub,98.0,57,177,69,17,ST,3,2,54,54,18,14,11,32,56,55,18,73,64,68
16053,Ibrahima Sissoko,France,0,0.0,Stade Brestois,Sub,27.0,56,193,88,19,CDM,3,2,57,52,53,57,60,56,55,39,48,60,35,47
16054,Victor Nirennold,France,0,0.0,Fleetwood Town,Sub,15.0,56,193,82,25,CB/CM/RM,2,2,40,32,50,54,57,57,46,30,54,70,27,36
16055,Logan Rogerson,New Zealand,0,0.0,Well. Phoenix,Sub,24.0,56,182,70,18,RW/CAM,3,3,52,62,37,32,41,33,58,52,49,75,51,56
16056,Trevoh Chalobah,England,0,0.0,Chelsea,Res,54.0,57,190,77,17,CB/RB,3,2,49,46,52,55,57,51,54,34,56,75,32,42
16057,Josh Robson,England,0,0.0,Sunderland,Res,45.0,56,180,73,19,RB/CB,3,2,41,63,54,65,64,64,60,42,57,55,28,47
16058,Regan Charles-Cook,England,0,0.0,Charlton Ath,Res,24.0,56,175,69,20,CM/LM,2,3,56,60,40,46,51,61,55,43,59,79,47,61
16059,Erlend Dahl Reitan,Norway,0,0.0,Rosenborg BK,RB,32.0,56,180,70,19,RB,2,2,51,56,46,55,56,53,48,49,56,70,45,40
16060,Andrew Fox,England,0,0.0,Stevenage,Sub,3.0,56,183,64,24,LB/LM,2,2,51,53,53,49,54,52,49,42,56,71,37,39
16061,Ismaïl Haddou,France,0,0.0,Valenciennes FC,Sub,32.0,56,178,75,21,RW,3,3,59,60,20,24,29,45,50,49,31,65,61,56
16062,Neydson,Brazil,0,0.0,Molde FK,Sub,34.0,56,186,72,21,GK,2,1,19,11,15,16,19,21,46,12,18,41,12,23
16063,Adil Azbague,Morocco,0,0.0,Valenciennes FC,Sub,7.0,56,187,73,22,LM,3,3,62,60,18,30,25,29,36,46,22,64,54,51
16064,Enzo Marteiro,Brazil,0,0.0,Cruzeiro,Sub,19.0,56,179,75,29,LB/LM,3,3,60,55,60,57,60,52,50,51,46,47,42,46
16065,Vitaliy Shilnikov,Russia,0,0.0,Krylya Sovetov,Sub,88.0,56,194,83,19,GK,2,1,16,19,15,19,17,23,54,10,23,49,15,18
16066,Lawrence Ati,Ghana,0,0.0,RB Salzburg,Res,34.0,56,188,83,20,GK,3,1,24,11,16,23,15,20,53,17,21,33,18,24
16067,Eliseo Miranda,Chile,0,0.0,CD Huachipato,Res,39.0,56,168,65,20,CM,3,2,58,55,40,44,47,56,50,50,45,65,31,47
16068,Ali Al Bulayhi,Saudi Arabia,0,0.0,Al Fateh,LB,33.0,56,184,79,27,LB/CB,3,2,50,34,66,66,69,58,52,25,55,49,25,45
16069,Victor Gálvez,Chile,0,0.0,CD O'Higgins,Res,30.0,56,178,68,19,GK,3,1,19,19,12,16,14,18,67,18,18,44,12,24
16070,Fabian Schubert,Austria,0,0.0,SV Ried,Sub,22.0,56,194,80,22,ST,3,3,52,48,19,20,15,38,61,50,30,63,57,49
16071,Riyadh Sharahili,Saudi Arabia,0,0.0,Al Fateh,CAM,17.0,56,183,80,23,CDM/LM,3,2,55,43,47,47,52,60,55,31,50,50,37,45
16072,Mathew Stevens,England,0,0.0,Sligo Rovers,Sub,9.0,56,180,74,19,ST,3,2,53,45,13,11,16,46,50,59,15,64,56,63
16073,Lawson Sabah,Ghana,0,0.0,IFK Göteborg,Sub,18.0,56,176,70,19,CM,3,2,64,54,47,51,53,83,52,46,43,62,43,45
16074,Frederik Lauenborg,Denmark,0,0.0,Randers FC,Sub,51.0,56,178,69,19,CAM/CM,2,2,56,56,37,50,52,40,52,41,44,65,50,49
